guid;url;title;price;description;img;availability
60674;https://www.amazon.com/Activity-Gajozon-Bluetooth-Wristband-Pedometer/dp/B01LVW1Z52/;Activity Tracker,Gajozon Fitness Tracker Smart Watch Smart Band Wireless Bluetooth Sleep Monitor Wristband Running Pedometer Exercise for Android 4.3 IOS 7.0 (Black);13.49;Record daily activities, you could check daily activities including steps,distance and calorie;https://example.org/60674.jpg;true
13327;https://www.amazon.com/Qiufeng-Bluetooth-SmartWatch-Android-Smartphones/dp/B018VL72U0/;Qiufeng Dz09 Bluetooth Smart Watch SmartWatch with Camera for Iphone and Android Smartphones(Silver);15.99;Size: is 1.51x2.19x0.46inch Appearance fish technology: Stainless steel wire drawing Net weight: 50g Memory: Support max 32GB TF card Bluetooth: Ver.3.0 Camera: 0.3M Acceleration sensor: Support:3D acceleration, Step gauge analysis,Sedentary remind, Sleep monitoring, Anti lost, Remote picture G-sensor: Yes Phone function: GSM/GPRS 850/900/1800/1900(2G);https://example.org/13327.jpg;true
57487;https://www.amazon.com/Scinex-Bluetooth-Smart-iPhone-Android/dp/B013Q2Y23O/;Scinex SW20 16GB Bluetooth Smart Watch GSM Phone for iPhone and Android - US Warranty (Gold/Black);78.99;Introducing Scinex SW20 highest quality Smartwatch. Now you can easily make and answer phone calls whenever you like even when your phone isn't nearby. You can read and reply to SMS messages, receive notifications like WhatsApp and Emails, and stream your favorite music straight from your smartphone device. Taking photos and videos are easy, and with a 16GB memory capacity, you will have plenty of space for them all. Use the watch to connect to your smartphone via Bluetooth, or simply insert a GSM SIM card and use it as an independant cellphone device. Please note that SMS messages, emails, and other notifications will only work when the watch is paired with a smartphone device and MediaTek Smartdevice app is installed. Scinex SW20 Smartwatch includes many apps and features such as: - Make phone calls, read/reply to SMS messages (Android and iOS), and receive notifications (Android and iOS) - Transfer all your contacts, stream music, and choose your custom theme. - Take photos, videos and record audio directly from your watch. - Connect headphones via Bluetooth or Micro USB and listen to music. - 16 GB Memory capacity for all your data such as photos and videos. - Set your Alarm, create Calendar events, and use a built-in Calculator. - Pedometer feature and Sleep monitoring to check the time and quality of your sleep/activity. - Battery life holds for 2 days with a normal use. Other features include: - Touch Screen Size - 1.5 Inch - GSM SIM slot (Frequency GSM/GPRS 850/900/1800/1900) - 16 GB SD Memory - Multiple Language Support;https://example.org/57487.jpg;true
15370;https://www.amazon.com/Fossil-Touchscreen-Gunmetal-Stainless-Smartwatch/dp/B01BTTUC2Q/;Fossil Q Marshal Gen 2 Touchscreen Gunmetal Stainless Steel Smartwatch;275;Introducing our slimmest smartwatch to date: Q Marshal is our newest digital display watch that connects seamlessly to your phone. Strapped in brushed gunmetal stainless steel, the tech-savvy dial with touchscreen functionality includes customizable faces. This handsome timepiece tracks everything from daily steps to calories. Notifications alert you of incoming calls and texts. Use the built-in microphone and speaker to do a variety of tasks on your Android smartwatch using just your voice. Stay charged for up to 1 day (based on usage) with the wireless conductive magnetic charger. From customizable watch faces to interchangeable straps, it’s easy to tell time the smarter way with Q Marshal. Founded in 1984 when timepieces were created more for function than fashion, Fossil began to transform this notion with its unique combination of vintage 1950s Americana design and affordably accessible cool style. Adding to their collectability were the one-of-a-kind, trademark tins that came with the watches that mixed a creative spirit with a sense of humor. These iconic boxes are nearly as popular as the watches they hold and are regularly collected and traded throughout the world at flea markets, antique shops, and on eBay. Today, Fossil produces over 300 different styles of watches in a continuously changing lineup. While the majority of designs are created by in-house designers, Fossil has reached out to such contemporary artisans as product designer Philip Starck and famed architect Frank Gehry (designer of the Guggenheim Museum in Bilbao, Spain) to create uniquely modern timepieces. In addition to style innovations, Fossil has also helped introduce innovative technologies into watches, such as the Wrist PDA that ran the Palm operating system. Fossil also offers complementary lines of small leather goods, belts, handbags, sunglasses, jewelry and apparel.;https://example.org/15370.jpg;true
69139;https://www.amazon.com/Apple-Watch-Silver-Aluminum-White/dp/B01LXV850C/;Apple Watch Series 2 38mm Silver Aluminum Case with White Sport Band - MNNW2LL/A;124;Brand New, Original Mobile phone in Original box with all Original accessories in the box. Will NOT work on CDMA Network such as Sprint or Verizon.;https://example.org/69139.jpg;true
91854;https://www.amazon.com/Qiufeng-Bluetooth-SmartWatch-Android-Smartphones/dp/B01HXR3FVS/;Qiufeng GT08 Bluetooth Smart Watch SmartWatch with Camera for Iphone and Android Smartphones (Black);19.99;Android System can support all function in the description. Below 3 functions can't sync with iPhone. But all other functions can use normally. 1. Anti-lost 2. Messaging 3. Remote Camera;https://example.org/91854.jpg;true
90396;https://www.amazon.com/LEMFO-Android-MTK6580-Smart-Camera/dp/B06XNS9WPQ/;LEMFO LES1 Android 5.1 MTK6580 1GB / 16GB Smart Watch Phone with 2.0 MP Camera (Black);98;"* 1.39"" OLED Round Display 400*400 in resolution * MTK6580 quad core Processor * RAM 1GB + 16GB in flash * OS Android 5.1 * Bluetooth / GPS / WiFi Supported * Frequency Band: 2G: GSM 850 / 900 / 1800 / 1900 3G: WCDMA 850 / 2100 * 2.0MP Camera, Heart Rate Monitor, Pedometer * 350 mAh for battery * Available with iOS Smart Phone and Android Smart Phone for connection to get notification for incoming message and notification for phone call * Wake up by gesture * As many as 50 Styles of Clock Mode CPU: MTK6580, 1.3GHz, quad core Operating System: Android 5.1 Memory: DDR3 1GB,EMMC:16GB SIM Card: Nano SIM Requency Band: 2G GSM 850 / 900 / 1800 / 1900";https://example.org/90396.jpg;true
80522;https://www.amazon.com/TopBest-Bluetooth-Bracelet-self-timer-Pedometer/dp/B01MYNHFFA/;TW64 Smart Watch TopBest Bluetooth Bracelet Call Remind Remote self-timer Smart band Calorie Counter Wireless Pedometer Sport Sleep Monitor Activity Tracker For Android IOS Phone (Black);13.39;;https://example.org/80522.jpg;true
62568;https://www.amazon.com/Michael-Kors-Stainless-Smartwatch-MKT5012/dp/B01H5EAWI8/;Michael Kors Access Touch Screen Stainless Steel Bradshaw Smartwatch MKT5012;350;Michael Kors Access Bradshaw stainless steel display smartwatch. Powered by Android Wear, this smartwatch connects with your favorite apps and is compatible with Apple and Android smartphones. With built-in fitness tracking through Google Fit, you can view calories burned, steps and distance traveled. Receive notifications, such as calls and alerts, at a glance as well. Fully personalize your watch by selecting or customizing the watch face of your choice and changing out the straps to match your activity or look.;https://example.org/62568.jpg;true
96147;https://www.amazon.com/Fossil-Marshal-Touchscreen-Leather-Smartwatch/dp/B01BTTVMD4/;Fossil Q Marshal Gen 2 Touchscreen Brown Leather Smartwatch;255;Introducing our slimmest smartwatch to date: Q Marshal is our newest digital display watch that connects seamlessly to your phone. Strapped in brown leather, the tech-savvy dial with touchscreen functionality includes customizable faces. This handsome timepiece tracks everything from daily steps to calories. Notifications alert you of incoming calls and texts. Use the built-in microphone and speaker to do a variety of tasks on your Android smartwatch using just your voice. Stay charged for up to 1 day (based on usage) with the wireless conductive magnetic charger. From customizable watch faces to interchangeable straps, it’s easy to tell time the smarter way with Q Marshal. Founded in 1984 when timepieces were created more for function than fashion, Fossil began to transform this notion with its unique combination of vintage 1950s Americana design and affordably accessible cool style. Adding to their collectability were the one-of-a-kind, trademark tins that came with the watches that mixed a creative spirit with a sense of humor. These iconic boxes are nearly as popular as the watches they hold and are regularly collected and traded throughout the world at flea markets, antique shops, and on eBay. Today, Fossil produces over 300 different styles of watches in a continuously changing lineup. While the majority of designs are created by in-house designers, Fossil has reached out to such contemporary artisans as product designer Philip Starck and famed architect Frank Gehry (designer of the Guggenheim Museum in Bilbao, Spain) to create uniquely modern timepieces. In addition to style innovations, Fossil has also helped introduce innovative technologies into watches, such as the Wrist PDA that ran the Palm operating system. Fossil also offers complementary lines of small leather goods, belts, handbags, sunglasses, jewelry and apparel.;https://example.org/96147.jpg;true
88625;https://www.amazon.com/Nixon-Mission-Smartwatch-Color-A1167-001/dp/B01KXNU5YE/;Nixon Mission Smartwatch;399.95;;https://example.org/88625.jpg;true
42717;https://www.amazon.com/Motorola-Generation-Smartwatch-Leather-Wrist/dp/B06XGJ1QJY/;Motorola 2nd Generation Moto 360 42mm Smartwatch with Leather Wrist Band - Certified Refurbished (Black);179.95;The typical watch helps you keep track of time. But, for those who want more, there's the Moto 360 2nd Generation smartwatch, which gives you more time to do the things you love by streamlining your mobile life. Moto 360 keeps you up to date without having to constantly grab your phone from your pocket or purse. Review Facebook posts, read email messages and texts with just a glance at your wrist, and so much more. Featuring edge-to-edge glass and an extremely thin bezel, Moto 360's classic round design gives you the most viewing area in the least amount of space. Built for all-day use, Moto 360 has ample battery life, wireless charging and a water-resistant design. It's versatile, too, operating on Android Wear™ and compatible with smartphones that use Android 4.3 or higher, and select iPhones running iOS 8.2 or higher. It even responds to your voice, doubles as an activity tracker and has an ambient light sensor that automatically adjusts the screen's brightness.;https://example.org/42717.jpg;true
14244;https://www.amazon.com/Samsung-Stainless-Smartwatch-Certified-Refurbished/dp/B01M8QGKX4/;Samsung Gear S2 SM-R735T Stainless Steel Leather Black Smartwatch for T-Mobile (Certified Refurbished);189.99;With elegant curves and premium finishes, the Samsung Gear S2 classic will turn heads. The circular interface and rotating bezel give you effortless navigation, so you can quickly access the things that are most important to you. This intuitive interface lets you easily access important notifications, texts, and updates from your phone with just a glance at your wrist. Plus, with easily customizable watch faces and a premium 20mm leather watchband, you can create a watch style that is uniquely yours. The built-in S-Health app tracks your steps, your heart rate, and even gives you a nudge when it’s time to get moving. And with built-in wireless charging, it’s easy to keep the Gear S2 classic powered up. Whether you’re at home, work or anywhere in between, you can power up by simply setting your Gear S2 on the included wireless charging dock. With powerful capabilities and sleek looks, the Gear S2 classic will help you get the most out of your day. This device is in EXCELLENT cosmetic condition, it is 100% fully functional as tested by our expert technicians and passed an industry leading 65-point inspection. The device may have minor cosmetic wear such as minimal light scratches on the screen and minor imperfections on sides and/or back. The device has been thoroughly inspected, cleaned and refurbished (if necessary) by a manufacturer approved repair center. Our devices are extensively inspected for quality and reliability, if you are not 100% satisfied we offer a 90-day money-back promise. Includes: A/C Adapter, USB Cable, Charging Base, Small and Large Watch Bands. Does not include: Original packaging or manufacturer's warranty.;https://example.org/14244.jpg;true
60479;https://www.amazon.com/Michael-Kors-Bradshaw-Smartwatch-MKT5013/dp/B01DP05HDQ/;Michael Kors Access Touch Screen Rose Gold Acetate Bradshaw Smartwatch MKT5013;375;Technology meets jet-set style with the ladies' Michael Kors Access Bradshaw gold-tone and blush acetate display smartwatch. Powered by Android Wear, this smartwatch connects with your favorite apps and is compatible with Apple and Android smartphones. With built-in fitness tracking through Google Fit, you can view calories burned, steps and distance traveled. Receive notifications, such as calls and alerts, at a glance as well. Fully personalize your watch by selecting or customizing the watch face of your choice and changing out the straps to match your activity or look.;https://example.org/60479.jpg;true
58046;https://www.amazon.com/LG-Electronics-LGW270-AUSASV-Watch-Style/dp/B06WVTCD4M/;LG Electronics LGW270.AUSASV LG Watch Style Smartwatch with Android Wear 2.0 - Silver - US Version;179.99;Designed to resemble a Classic timepiece, the beauty of the chic, slim LG Watch style is more than skin deep. Under its Titanium, Silver or Rose Gold exterior lies innovation that keeps any mover and Shaker going and going and going. Thanks to Swappable bands and easy-to-set-up Bluetooth and Wi-Fi, the LG Watch style pairs with any Android or iOS smartphone -and outfit -seamlessly. And with Google now voice activation, operation couldn't be simpler. Set fitness goals and the LG Watch style is there every step of the way to help you reach them. Within its dust- and water-resistant frame, movement tracker and fitness apps record every move.;https://example.org/58046.jpg;true
63693;https://www.amazon.com/Relee-Bluetooth-Iphone-Android-Samsung/dp/B01HGEON5K/;Relee U8 Bluetooth Smart Wrist Watch Phone Mate with Iphone Android Samsung HTC LG (Black);36465;;https://example.org/63693.jpg;true
99103;https://www.amazon.com/Jderv-Smart-Watch-Bluetooth-Smartphones/dp/B01MRP5692/;Jderv Smart Watch GT08 Bluetooth with 16GB SD Card and SIM Card Slot for Android Samsung HTC Sony LG HUAWEI ZTE OPPO XIAOMI and iPhone Smartphones (Black);36.33;Compatible with android for full function(Bluetooth 3.0) and iPhone(can receive call or make call)but other functions are currently unavailable on ios.2.Call function:(Gsm/gprs850/900/1800/1900)2g/3g sim card works on watch, but only have 2g network3.Bluetooth:Sync phonebook, calls, call history, Bluetooth dialer.;https://example.org/99103.jpg;true
27928;https://www.amazon.com/Pebble-Technology-Corp-301BL-Smartwatch/dp/B00BKEQBI0/;Pebble Smartwatch Black;48.5;Pebble 1.5 Black -Retail.;https://example.org/27928.jpg;true
40885;https://www.amazon.com/Michael-Kors-Bradshaw-Smartwatch-MKT5005/dp/B01H5EAWVU/;Michael Kors Access Touch Screen Black Bradshaw Smartwatch MKT5005;350;Michael Kors Access Bradshaw black IP display smartwatch. Powered by Android Wear, this smartwatch connects with your favorite apps and is compatible with Apple and Android smartphones. With built-in fitness tracking through Google Fit, you can view calories burned, steps and distance traveled. Receive notifications, such as calls and alerts, at a glance as well. Fully personalize your watch by selecting or customizing the watch face of your choice and changing out the straps to match your activity or look.;https://example.org/40885.jpg;true
8348;https://www.amazon.com/Samsung-Smart-Watch-Black-Version/dp/B00JBJ3JBI/;Samsung Gear Fit Smart Watch, Black (US Version);123;The Samsung Gear Fit is the first curved, Super AMOLED wearable device for active lifestyles. Empower your fitness with real-time coaching and heart rate monitoring without sacrificing style or connectivity. Wherever your day takes you, Gear Fit matches any occasion with interchangeable bands and screens so you can look and feel your best. Achieve your fitness goals and improve your overall wellness with smarter monitoring and motivation Interchangeable bands with multiple options. Always-on activity tracking keeps track of your activities throughout the day and is prepared for any adventure with its dust and water resistant protection. Light and durable with a curved Super AMOLED display.;https://example.org/8348.jpg;true
97253;https://www.amazon.com/Samsung-Smartwatch-Bluetooth-Android-Classic/dp/B018GIAIMC/;Samsung Gear S2 Smartwatch Bluetooth R732 for Most Android Phones (Classic);189.99;"2 3 4 5 Stay informed in style with the Gear S2 Classic Smartwatch in black. This slim stainless steel watch connects to your smartphone to bring you notifications, track your health, and even replace your wallet. Running the Tizen OS, the Gear S2 Classic pairs with a wide variety of smartphones over its Bluetooth 4.1 connection. It's controlled via its rotating bezel, home and back buttons, and 1.2"" 302 ppi circular AMOLED touchscreen. 4GB of internal memory gives you the chance to add apps to your Gear S2 Classic as well as fill it with up to 300 songs for phone-free listening over Bluetooth with Level U headphones. It is IP68 rated for water- and dust-resistance and is powered by a 1 GHz ARM Cortex-A7 dual-core processor with 512MB of RAM. The 250mAh battery can recharge via the included wireless charging dock. Note: Compatible with iOS 9.0 and above, with limited functionality. For additional information, please contact the manufacturer.";https://example.org/97253.jpg;true
56205;https://www.amazon.com/Samsung-Getwow-Smartwatch-Replacement-SM-R720/dp/B01E3J9UVI/;Samsung Gear S2 Band, Getwow Samsung Smartwatch Replacement Band for Samsung Gear S2 Smart Watch SM-R720 (Black-2);36312;- Replacement watch band for Gear S2 Smart Watch SM-R720 only, does not fit Samsung Gear S2 Classic - Durable and sturdy perfect fit for Samsung Gear S2 Smart Watch SM-R720 -The strap length can be adjusted according to your wrist 1 x watch strap for Sams;https://example.org/56205.jpg;true
35916;https://www.amazon.com/Samsung-SmartWatch-Large-Certified-Refurbished/dp/B01N6IXW3Q/;Samsung Gear Fit2 SmartWatch (Large), Black (Certified Refurbished);88.51;When you’re looking for motivation to stay at your best, the Samsung Gear Fit2 keeps you going. It automatically recognizes whatever you’re doing—from walking up a flight of stairs to working out at the gym—and starts monitoring steps, distance and more. Map your run with built-in GPS, receive and respond to notifications from your wrist without breaking stride, and turn up the music that gets you moving. We all have goals. The Samsung Gear Fit2 will help you achieve yours. Tracking your step count, calories burned, floors climbed, sleep quality and more makes your goals easier to achieve. Plus, the Gear Fit2 allows you to monitor your heart rate every second of your workout. Get credit for every step thanks to the built-in GPS that gives you accurate real-time stats. You can even leave your phone behind and map your run right from your Gear Fit2. Easily check your progress with daily on-screen activity summaries. Forget about the start button. The Gear Fit2 automatically recognizes what you’re doing whether you’re running, cycling, working out on the elliptical or a variety of other activities. Select the appropriate activity mode and it begins tracking strength training, yoga, pilates and more. You’ll never miss a beat because everything gets delivered right to your Gear Fit2. Receive notifications for your favorite apps and even respond to calls, texts and more—all without reaching for your phone.;https://example.org/35916.jpg;true
77385;https://www.amazon.com/Orbo-Bluetooth-Pairing-Smartwatch-Rotating/dp/B017WU924A/;Orbo Kids Bluetooth Phone Pairing Smartwatch with Rotating Camera, Blue;43.95;Introduce your child to the basics of timekeeping while providing endless entertainment with Orbo’s kid-friendly touchscreen smartwatch. Ideal for use in the home or on the go, this multifunction gadget promises tons of educational interaction. Inquisitive little minds will love the device’s instructive games, built-in camera, talking hippo, time master and other fun, stimulating activities that will keep them occupied for hours. Let your little one discover the wonder of time with this exciting – and super adorable – personal gadget! The smartwatch displays both analog and digital clock faces, which, along with the alarm and stopwatch features, teach your child the fundamentals of reading time. With a simple tap, the penguin “Time Master” reads hours/minutes aloud. Boasting a vivid display with a highly navigable menu, the Orbo kids Smartwatch offers up 16 different activities, a simple touch and swipe interface, and charming sounds effects. Mom and Dad will love the durable, easy-to-clean rubber exterior. Included with your purchase is a micro USB cable that easily charges the smartwatch from your desktop/laptop computer. Alternatively, you can purchase an optional adapter to charge the smartwatch from your standard wall outlet. With 3 games that sharpen memory, reflex and musicality, and other fun features such as the speech-imitating hippo, photo effects, voice recorder, calculator, and more, endless hours of education and entertainment are just the beginning;https://example.org/77385.jpg;true
39730;https://www.amazon.com/Samsung-MAIN-96577-Galaxy-Smart-Watch/dp/B00QAKE2I0/;Samsung MAIN-96577 Galaxy Gear S R750 Smart Watch, Black;1234;The Gear S designed with an elegant curved Super AMOLED display & customizable screen clock faces & changeable straps to express your own style. Network Type: GSM;https://example.org/39730.jpg;true
27888;https://www.amazon.com/Michael-Kors-MKT5000-Silver-Tone-Smartwatch/dp/B01D4LRI4C/;Michael Kors MKT5000 Digital Bradshaw Silver-Tone Access Touch Screen Smartwatch;395;Technology meets jet-set style with the ladies' Michael Kors Access Bradshaw stainless-steel-and-pave display smartwatch. Powered by Android Wear, this smartwatch connects with your favorite apps and is compatible with Apple and Android smartphones. With built-in fitness tracking through Google Fit, you can view calories burned, steps and distance traveled. Receive notifications, such as calls and alerts, at a glance as well. Fully personalize your watch by selecting or customizing the watch face of your choice and changing out the straps to match your activity or look.;https://example.org/27888.jpg;true
97166;https://www.amazon.com/WGHL-Wearable-Bluetooth-Functions-functions/dp/B01N30HVO7/;WGHL Wearable Bluetooth Touch Screen Smart Watch with Camera and SIM Card Slot for Android Samsung HTC LG SONY (Full Functions) IOS iPhone 5 / 5s / 6 / 6plus / 7(Partial functions) (Black);34.99;"Andorid phone support all function in the description But for IOS phones, Some functions can not be used, For details please read our description or contact us before your Purchasing Compatible with android phones Supports local call with built-in sim card and sync phone by Bluetooth Hands free: Built-in speaker and mic , After connect with your smartphone, Make/receive calls directly from your wrist Two way anti lost Bluetooth companion: Sync phonebook and calls, Call history, Bluetooth dialer & headset Remote control watch camera: Store pictures to smart watch, Picture display: PNG/JPG (It only supports for android phones) Clock display: 3 clock UI to switch Health functions: Support sedentary reminder, Pedometer, Calories calculation, Sleep monitoring Remind, Push mobile SMS and other notifications: Such Facebook, Twitter and other timely information (Needs to install APP or APK) Antenna: Bluetooth, NFC Bluetooth: 3.0 Resolution: 240 * 240 pixels Screen: 1.54"" TFT touch screen CPU: MTK6260A Storage: RAM 128M, ROM 64M";https://example.org/97166.jpg;true
8747;https://www.amazon.com/Fossil-Wander-Touchscreen-Silicone-Smartwatch/dp/B01EQZPRZC/;Fossil Q Wander Touchscreen Silicone Smartwatch;255;;https://example.org/8747.jpg;true
70893;https://www.amazon.com/Aosmart-Bluetooth-Touch-Screen-Camera/dp/B01N0BNKJF/;Aosmart Bluetooth Touch Screen Smart Wrist Watch Phone with Camera - White;19.99;all of smart life! Aosmart is a registered trademark of Aosmart Inc. and is exclusively distributed by Import Deals Store on Amazon. Aosmart trademark is protected by US Trademark Law.;https://example.org/70893.jpg;true
88434;https://www.amazon.com/Vallen-Watch-GT08-Sweatproof-Smartphones/dp/B01N6OHFS1/;Vallen Watch GT08 Sweatproof Smart Watch Phone for iPhone 5S/6/6S/7/7S and 4.2 Android or Above Smartphones - Silver;35.99;Note: please open the rear cover and put the battery into the base according to the arrow of direction mark. Important features micro sim card (frequency gsm/gprs 850/900/1800/1900) (not included), 32gb sd card (not included),totally English supported faq 1.What is required android version and Bluetooth version for a smartphone to work with this watch? For android phone, it supports android version 4.2 Or higher. For iPhone, it supports iOS 7.0 Or higher. Bluetooth 4.0 Or above is ok. 2.How to understand that it can be used as a standalone phone? When you insert a micro sim card and sd card, it can be used to make calls, receive or send texts and visit the website. The technology is at its first step and not mature which can not be compared with the phone. Please be more patient to witness its development. 3.How to surf internet? Put in a micro sim card ,then you can surf internet 3.How to download apk? Apk is the abbreviation of android package including bt notification android,fendo app android. Bt notification supports notification push including texts, calls, Facebook and twitter,anti-lost,remote camera. Fendo company is a customized personal fitness monitor. Apkdownload open the qr code device >scan it by the scanner >install the apk on your android smartphone. Note 1:the qr code is global used and applied to any scanner. If there is no scanner on your phone, please download one in the app store. Note 2:the watch mode is automatically set into company mode/flight mode. Please change it into normal mode in the settings.;https://example.org/88434.jpg;true
